# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-03-16 13:43:47 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03331500 TIPPECANOE RIVER NEAR ORA, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03331500
#            TS   parameter     statistic     Description
#         51588       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=03331500&ts_ids=51588]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	51588_00060_00003	51588_00060_00003_cd
USGS	03331500	1943-11-04	393	A
USGS	03331500	1943-11-05	393	A
USGS	03331500	1943-11-06	393	A
USGS	03331500	1943-11-07	600	A
USGS	03331500	1943-11-08	955	A
USGS	03331500	1943-11-09	1060	A
USGS	03331500	1943-11-10	990	A
USGS	03331500	1943-11-11	885	A
USGS	03331500	1943-11-12	795	A
USGS	03331500	1943-11-13	795	A
USGS	03331500	1943-11-14	765	A
USGS	03331500	1943-11-15	720	A
USGS	03331500	1943-11-16	690	A
USGS	03331500	1943-11-17	675	A
USGS	03331500	1943-11-18	645	A
USGS	03331500	1943-11-19	615	A
USGS	03331500	1943-11-20	600	A
USGS	03331500	1943-11-21	570	A
USGS	03331500	1943-11-22	555	A
USGS	03331500	1943-11-23	542	A
USGS	03331500	1943-11-24	516	A
USGS	03331500	1943-11-25	503	A
USGS	03331500	1943-11-26	490	A
USGS	03331500	1943-11-27	490	A
USGS	03331500	1943-11-28	478	A
USGS	03331500	1943-11-29	466	A
USGS	03331500	1943-11-30	466	A
USGS	03331500	1943-12-01	453	A
USGS	03331500	1943-12-02	453	A
USGS	03331500	1943-12-03	441	A
USGS	03331500	1943-12-04	441	A
USGS	03331500	1943-12-05	441	A
USGS	03331500	1943-12-06	441	A
USGS	03331500	1943-12-07	466	A
USGS	03331500	1943-12-08	478	A
USGS	03331500	1943-12-09	478	A
USGS	03331500	1943-12-10	466	A
USGS	03331500	1943-12-11	453	A
USGS	03331500	1943-12-12	429	A
USGS	03331500	1943-12-13	393	A
USGS	03331500	1943-12-14	369	A
USGS	03331500	1943-12-15	330	A
USGS	03331500	1943-12-16	320	A
USGS	03331500	1943-12-17	310	A
USGS	03331500	1943-12-18	330	A
USGS	03331500	1943-12-19	350	A
USGS	03331500	1943-12-20	360	A
USGS	03331500	1943-12-21	360	A
USGS	03331500	1943-12-22	340	A
USGS	03331500	1943-12-23	330	A
USGS	03331500	1943-12-24	320	A
USGS	03331500	1943-12-25	330	A
USGS	03331500	1943-12-26	340	A
USGS	03331500	1943-12-27	340	A
USGS	03331500	1943-12-28	340	A
USGS	03331500	1943-12-29	330	A
USGS	03331500	1943-12-30	300	A
USGS	03331500	1943-12-31	300	A
USGS	03331500	1944-01-01	300	A
USGS	03331500	1944-01-02	300	A
USGS	03331500	1944-01-03	300	A
USGS	03331500	1944-01-04	310	A
USGS	03331500	1944-01-05	320	A
USGS	03331500	1944-01-06	320	A
USGS	03331500	1944-01-07	310	A
USGS	03331500	1944-01-08	290	A
USGS	03331500	1944-01-09	260	A
USGS	03331500	1944-01-10	280	A
USGS	03331500	1944-01-11	270	A
USGS	03331500	1944-01-12	260	A
USGS	03331500	1944-01-13	250	A
USGS	03331500	1944-01-14	240	A
USGS	03331500	1944-01-15	250	A
USGS	03331500	1944-01-16	270	A
USGS	03331500	1944-01-17	270	A
USGS	03331500	1944-01-18	270	A
USGS	03331500	1944-01-19	270	A
USGS	03331500	1944-01-20	280	A
USGS	03331500	1944-01-21	280	A
USGS	03331500	1944-01-22	270	A
USGS	03331500	1944-01-23	270	A
USGS	03331500	1944-01-24	278	A
USGS	03331500	1944-01-25	287	A
USGS	03331500	1944-01-26	309	A
USGS	03331500	1944-01-27	333	A
USGS	03331500	1944-01-28	357	A
USGS	03331500	1944-01-29	369	A
USGS	03331500	1944-01-30	381	A
USGS	03331500	1944-01-31	381	A
USGS	03331500	1944-02-01	381	A
USGS	03331500	1944-02-02	381	A
USGS	03331500	1944-02-03	381	A
USGS	03331500	1944-02-04	381	A
USGS	03331500	1944-02-05	369	A
USGS	03331500	1944-02-06	381	A
USGS	03331500	1944-02-07	393	A
USGS	03331500	1944-02-08	381	A
USGS	03331500	1944-02-09	369	A
USGS	03331500	1944-02-10	340	A
USGS	03331500	1944-02-11	300	A
USGS	03331500	1944-02-12	280	A
USGS	03331500	1944-02-13	280	A
USGS	03331500	1944-02-14	300	A
USGS	03331500	1944-02-15	340	A
USGS	03331500	1944-02-16	360	A
USGS	03331500	1944-02-17	370	A
USGS	03331500	1944-02-18	370	A
USGS	03331500	1944-02-19	350	A
USGS	03331500	1944-02-20	330	A
USGS	03331500	1944-02-21	320	A
USGS	03331500	1944-02-22	466	A
USGS	03331500	1944-02-23	946	A
USGS	03331500	1944-02-24	1170	A
USGS	03331500	1944-02-25	1250	A
USGS	03331500	1944-02-26	1290	A
USGS	03331500	1944-02-27	1330	A
USGS	03331500	1944-02-28	1290	A
USGS	03331500	1944-02-29	1250	A
USGS	03331500	1944-03-01	990	A
USGS	03331500	1944-03-02	825	A
USGS	03331500	1944-03-03	795	A
USGS	03331500	1944-03-04	1160	A
USGS	03331500	1944-03-05	1290	A
USGS	03331500	1944-03-06	1330	A
USGS	03331500	1944-03-07	1290	A
USGS	03331500	1944-03-08	1130	A
USGS	03331500	1944-03-09	990	A
USGS	03331500	1944-03-10	885	A
USGS	03331500	1944-03-11	855	A
USGS	03331500	1944-03-12	855	A
USGS	03331500	1944-03-13	855	A
USGS	03331500	1944-03-14	990	A
USGS	03331500	1944-03-15	1500	A
USGS	03331500	1944-03-16	2380	A
USGS	03331500	1944-03-17	2860	A
USGS	03331500	1944-03-18	2860	A
USGS	03331500	1944-03-19	2650	A
USGS	03331500	1944-03-20	2260	A
USGS	03331500	1944-03-21	1850	A
USGS	03331500	1944-03-22	1600	A
USGS	03331500	1944-03-23	1500	A
USGS	03331500	1944-03-24	1410	A
USGS	03331500	1944-03-25	1250	A
USGS	03331500	1944-03-26	1130	A
USGS	03331500	1944-03-27	1330	A
USGS	03331500	1944-03-28	1410	A
USGS	03331500	1944-03-29	1500	A
USGS	03331500	1944-03-30	1550	A
USGS	03331500	1944-03-31	1500	A
USGS	03331500	1944-04-01	1410	A
USGS	03331500	1944-04-02	1370	A
USGS	03331500	1944-04-03	1290	A
USGS	03331500	1944-04-04	1210	A
USGS	03331500	1944-04-05	1170	A
USGS	03331500	1944-04-06	1100	A
USGS	03331500	1944-04-07	1060	A
USGS	03331500	1944-04-08	1020	A
USGS	03331500	1944-04-09	1170	A
USGS	03331500	1944-04-10	1410	A
USGS	03331500	1944-04-11	2140	A
USGS	03331500	1944-04-12	3590	A
USGS	03331500	1944-04-13	4990	A
USGS	03331500	1944-04-14	4250	A
USGS	03331500	1944-04-15	4350	A
USGS	03331500	1944-04-16	4150	A
USGS	03331500	1944-04-17	4050	A
USGS	03331500	1944-04-18	3860	A
USGS	03331500	1944-04-19	3500	A
USGS	03331500	1944-04-20	3170	A
USGS	03331500	1944-04-21	3010	A
USGS	03331500	1944-04-22	3090	A
USGS	03331500	1944-04-23	3330	A
USGS	03331500	1944-04-24	3950	A
USGS	03331500	1944-04-25	4450	A
USGS	03331500	1944-04-26	4250	A
USGS	03331500	1944-04-27	3860	A
USGS	03331500	1944-04-28	3330	A
USGS	03331500	1944-04-29	2930	A
USGS	03331500	1944-04-30	2440	A
USGS	03331500	1944-05-01	2260	A
USGS	03331500	1944-05-02	2200	A
USGS	03331500	1944-05-03	2100	A
USGS	03331500	1944-05-04	1900	A
USGS	03331500	1944-05-05	1800	A
USGS	03331500	1944-05-06	1750	A
USGS	03331500	1944-05-07	1650	A
USGS	03331500	1944-05-08	1600	A
USGS	03331500	1944-05-09	1750	A
USGS	03331500	1944-05-10	2100	A
USGS	03331500	1944-05-11	2020	A
USGS	03331500	1944-05-12	1960	A
USGS	03331500	1944-05-13	1800	A
USGS	03331500	1944-05-14	1650	A
USGS	03331500	1944-05-15	1500	A
USGS	03331500	1944-05-16	1330	A
USGS	03331500	1944-05-17	1650	A
USGS	03331500	1944-05-18	2380	A
USGS	03331500	1944-05-19	2020	A
USGS	03331500	1944-05-20	1800	A
USGS	03331500	1944-05-21	1700	A
USGS	03331500	1944-05-22	1600	A
USGS	03331500	1944-05-23	1850	A
USGS	03331500	1944-05-24	2000	A
USGS	03331500	1944-05-25	2200	A
USGS	03331500	1944-05-26	2380	A
USGS	03331500	1944-05-27	2500	A
USGS	03331500	1944-05-28	2600	A
USGS	03331500	1944-05-29	2380	A
USGS	03331500	1944-05-30	2100	A
USGS	03331500	1944-05-31	1900	A
USGS	03331500	1944-06-01	1800	A
USGS	03331500	1944-06-02	1750	A
USGS	03331500	1944-06-03	1600	A
USGS	03331500	1944-06-04	1370	A
USGS	03331500	1944-06-05	1100	A
USGS	03331500	1944-06-06	920	A
USGS	03331500	1944-06-07	855	A
USGS	03331500	1944-06-08	855	A
USGS	03331500	1944-06-09	855	A
USGS	03331500	1944-06-10	825	A
USGS	03331500	1944-06-11	795	A
USGS	03331500	1944-06-12	795	A
USGS	03331500	1944-06-13	765	A
USGS	03331500	1944-06-14	750	A
USGS	03331500	1944-06-15	705	A
USGS	03331500	1944-06-16	675	A
USGS	03331500	1944-06-17	660	A
USGS	03331500	1944-06-18	675	A
USGS	03331500	1944-06-19	690	A
USGS	03331500	1944-06-20	885	A
USGS	03331500	1944-06-21	955	A
USGS	03331500	1944-06-22	990	A
USGS	03331500	1944-06-23	1100	A
USGS	03331500	1944-06-24	1450	A
USGS	03331500	1944-06-25	1600	A
USGS	03331500	1944-06-26	1550	A
USGS	03331500	1944-06-27	1450	A
USGS	03331500	1944-06-28	1250	A
USGS	03331500	1944-06-29	1130	A
USGS	03331500	1944-06-30	1020	A
USGS	03331500	1944-07-01	990	A
USGS	03331500	1944-07-02	900	A
USGS	03331500	1944-07-03	800	A
USGS	03331500	1944-07-04	700	A
USGS	03331500	1944-07-05	600	A
USGS	03331500	1944-07-06	500	A
USGS	03331500	1944-07-07	420	A
USGS	03331500	1944-07-08	350	A
USGS	03331500	1944-07-09	300	A
USGS	03331500	1944-07-10	280	A
USGS	03331500	1944-07-11	266	A
USGS	03331500	1944-07-12	299	A
USGS	03331500	1944-07-13	302	A
USGS	03331500	1944-07-14	285	A
USGS	03331500	1944-07-15	268	A
USGS	03331500	1944-07-16	254	A
USGS	03331500	1944-07-17	244	A
USGS	03331500	1944-07-18	239	A
USGS	03331500	1944-07-19	232	A
USGS	03331500	1944-07-20	225	A
USGS	03331500	1944-07-21	218	A
USGS	03331500	1944-07-22	211	A
USGS	03331500	1944-07-23	206	A
USGS	03331500	1944-07-24	199	A
USGS	03331500	1944-07-25	194	A
USGS	03331500	1944-07-26	196	A
USGS	03331500	1944-07-27	199	A
USGS	03331500	1944-07-28	203	A
USGS	03331500	1944-07-29	213	A
USGS	03331500	1944-07-30	211	A
USGS	03331500	1944-07-31	206	A
USGS	03331500	1944-08-01	199	A
USGS	03331500	1944-08-02	189	A
USGS	03331500	1944-08-03	182	A
USGS	03331500	1944-08-04	178	A
USGS	03331500	1944-08-05	175	A
USGS	03331500	1944-08-06	180	A
USGS	03331500	1944-08-07	182	A
USGS	03331500	1944-08-08	182	A
USGS	03331500	1944-08-09	180	A
USGS	03331500	1944-08-10	170	A
USGS	03331500	1944-08-11	170	A
USGS	03331500	1944-08-12	168	A
USGS	03331500	1944-08-13	160	A
USGS	03331500	1944-08-14	157	A
USGS	03331500	1944-08-15	162	A
USGS	03331500	1944-08-16	166	A
USGS	03331500	1944-08-17	171	A
USGS	03331500	1944-08-18	168	A
USGS	03331500	1944-08-19	164	A
USGS	03331500	1944-08-20	159	A
USGS	03331500	1944-08-21	157	A
USGS	03331500	1944-08-22	157	A
USGS	03331500	1944-08-23	157	A
USGS	03331500	1944-08-24	157	A
USGS	03331500	1944-08-25	155	A
USGS	03331500	1944-08-26	153	A
USGS	03331500	1944-08-27	178	A
USGS	03331500	1944-08-28	196	A
USGS	03331500	1944-08-29	196	A
USGS	03331500	1944-08-30	194	A
USGS	03331500	1944-08-31	191	A
USGS	03331500	1944-09-01	189	A
USGS	03331500	1944-09-02	184	A
USGS	03331500	1944-09-03	178	A
USGS	03331500	1944-09-04	173	A
USGS	03331500	1944-09-05	171	A
USGS	03331500	1944-09-06	168	A
USGS	03331500	1944-09-07	168	A
USGS	03331500	1944-09-08	164	A
USGS	03331500	1944-09-09	159	A
USGS	03331500	1944-09-10	153	A
USGS	03331500	1944-09-11	150	A
USGS	03331500	1944-09-12	153	A
USGS	03331500	1944-09-13	159	A
USGS	03331500	1944-09-14	162	A
USGS	03331500	1944-09-15	159	A
USGS	03331500	1944-09-16	159	A
USGS	03331500	1944-09-17	153	A
USGS	03331500	1944-09-18	151	A
USGS	03331500	1944-09-19	151	A
USGS	03331500	1944-09-20	151	A
USGS	03331500	1944-09-21	155	A
USGS	03331500	1944-09-22	157	A
USGS	03331500	1944-09-23	151	A
USGS	03331500	1944-09-24	148	A
USGS	03331500	1944-09-25	146	A
USGS	03331500	1944-09-26	144	A
USGS	03331500	1944-09-27	151	A
USGS	03331500	1944-09-28	180	A
USGS	03331500	1944-09-29	189	A
USGS	03331500	1944-09-30	182	A
USGS	03331500	1944-10-01	180	A
USGS	03331500	1944-10-02	189	A
USGS	03331500	1944-10-03	227	A
USGS	03331500	1944-10-04	230	A
USGS	03331500	1944-10-05	232	A
USGS	03331500	1944-10-06	235	A
USGS	03331500	1944-10-07	227	A
USGS	03331500	1944-10-08	220	A
USGS	03331500	1944-10-09	215	A
USGS	03331500	1944-10-10	213	A
USGS	03331500	1944-10-11	211	A
USGS	03331500	1944-10-12	203	A
USGS	03331500	1944-10-13	196	A
USGS	03331500	1944-10-14	189	A
USGS	03331500	1944-10-15	182	A
USGS	03331500	1944-10-16	178	A
USGS	03331500	1944-10-17	173	A
USGS	03331500	1944-10-18	171	A
USGS	03331500	1944-10-19	175	A
USGS	03331500	1944-10-20	173	A
USGS	03331500	1944-10-21	171	A
USGS	03331500	1944-10-22	168	A
USGS	03331500	1944-10-23	166	A
USGS	03331500	1944-10-24	168	A
USGS	03331500	1944-10-25	168	A
USGS	03331500	1944-10-26	162	A
USGS	03331500	1944-10-27	159	A
USGS	03331500	1944-10-28	157	A
USGS	03331500	1944-10-29	155	A
USGS	03331500	1944-10-30	153	A
USGS	03331500	1944-10-31	151	A
USGS	03331500	1944-11-01	162	A
USGS	03331500	1944-11-02	159	A
USGS	03331500	1944-11-03	157	A
USGS	03331500	1944-11-04	159	A
USGS	03331500	1944-11-05	160	A
USGS	03331500	1944-11-06	187	A
USGS	03331500	1944-11-07	189	A
USGS	03331500	1944-11-08	199	A
USGS	03331500	1944-11-09	208	A
USGS	03331500	1944-11-10	215	A
USGS	03331500	1944-11-11	230	A
USGS	03331500	1944-11-12	232	A
USGS	03331500	1944-11-13	227	A
USGS	03331500	1944-11-14	239	A
USGS	03331500	1944-11-15	285	A
USGS	03331500	1944-11-16	304	A
USGS	03331500	1944-11-17	292	A
USGS	03331500	1944-11-18	261	A
USGS	03331500	1944-11-19	249	A
USGS	03331500	1944-11-20	249	A
USGS	03331500	1944-11-21	254	A
USGS	03331500	1944-11-22	249	A
USGS	03331500	1944-11-23	239	A
USGS	03331500	1944-11-24	242	A
USGS	03331500	1944-11-25	239	A
USGS	03331500	1944-11-26	239	A
USGS	03331500	1944-11-27	242	A
USGS	03331500	1944-11-28	239	A
USGS	03331500	1944-11-29	230	A
USGS	03331500	1944-11-30	225	A
USGS	03331500	1944-12-01	218	A
USGS	03331500	1944-12-02	215	A
USGS	03331500	1944-12-03	215	A
USGS	03331500	1944-12-04	213	A
USGS	03331500	1944-12-05	211	A
USGS	03331500	1944-12-06	206	A
USGS	03331500	1944-12-07	218	A
USGS	03331500	1944-12-08	215	A
USGS	03331500	1944-12-09	211	A
USGS	03331500	1944-12-10	210	A
USGS	03331500	1944-12-11	220	A
USGS	03331500	1944-12-12	220	A
USGS	03331500	1944-12-13	220	A
USGS	03331500	1944-12-14	220	A
USGS	03331500	1944-12-15	220	A
USGS	03331500	1944-12-16	220	A
USGS	03331500	1944-12-17	220	A
USGS	03331500	1944-12-18	220	A
USGS	03331500	1944-12-19	210	A
USGS	03331500	1944-12-20	240	A
USGS	03331500	1944-12-21	220	A
USGS	03331500	1944-12-22	210	A
USGS	03331500	1944-12-23	230	A
USGS	03331500	1944-12-24	230	A
USGS	03331500	1944-12-25	220	A
USGS	03331500	1944-12-26	210	A
USGS	03331500	1944-12-27	210	A
USGS	03331500	1944-12-28	210	A
USGS	03331500	1944-12-29	230	A
USGS	03331500	1944-12-30	240	A
USGS	03331500	1944-12-31	240	A
USGS	03331500	1945-01-01	230	A
USGS	03331500	1945-01-02	200	A
USGS	03331500	1945-01-03	230	A
USGS	03331500	1945-01-04	230	A
USGS	03331500	1945-01-05	230	A
USGS	03331500	1945-01-06	230	A
USGS	03331500	1945-01-07	230	A
USGS	03331500	1945-01-08	230	A
USGS	03331500	1945-01-09	230	A
USGS	03331500	1945-01-10	230	A
USGS	03331500	1945-01-11	230	A
USGS	03331500	1945-01-12	240	A
USGS	03331500	1945-01-13	240	A
USGS	03331500	1945-01-14	250	A
USGS	03331500	1945-01-15	270	A
USGS	03331500	1945-01-16	250	A
USGS	03331500	1945-01-17	240	A
USGS	03331500	1945-01-18	260	A
USGS	03331500	1945-01-19	260	A
USGS	03331500	1945-01-20	260	A
USGS	03331500	1945-01-21	260	A
USGS	03331500	1945-01-22	260	A
USGS	03331500	1945-01-23	250	A
USGS	03331500	1945-01-24	250	A
USGS	03331500	1945-01-25	240	A
USGS	03331500	1945-01-26	240	A
USGS	03331500	1945-01-27	230	A
USGS	03331500	1945-01-28	240	A
USGS	03331500	1945-01-29	220	A
USGS	03331500	1945-01-30	200	A
USGS	03331500	1945-01-31	190	A
USGS	03331500	1945-02-01	180	A
USGS	03331500	1945-02-02	180	A
USGS	03331500	1945-02-03	190	A
USGS	03331500	1945-02-04	200	A
USGS	03331500	1945-02-05	200	A
USGS	03331500	1945-02-06	210	A
USGS	03331500	1945-02-07	220	A
USGS	03331500	1945-02-08	240	A
USGS	03331500	1945-02-09	260	A
USGS	03331500	1945-02-10	280	A
USGS	03331500	1945-02-11	300	A
USGS	03331500	1945-02-12	320	A
USGS	03331500	1945-02-13	350	A
USGS	03331500	1945-02-14	380	A
USGS	03331500	1945-02-15	430	A
USGS	03331500	1945-02-16	500	A
USGS	03331500	1945-02-17	520	A
USGS	03331500	1945-02-18	520	A
USGS	03331500	1945-02-19	580	A
USGS	03331500	1945-02-20	640	A
USGS	03331500	1945-02-21	705	A
USGS	03331500	1945-02-22	750	A
USGS	03331500	1945-02-23	795	A
USGS	03331500	1945-02-24	825	A
USGS	03331500	1945-02-25	795	A
USGS	03331500	1945-02-26	740	A
USGS	03331500	1945-02-27	705	A
USGS	03331500	1945-02-28	675	A
USGS	03331500	1945-03-01	660	A
USGS	03331500	1945-03-02	660	A
USGS	03331500	1945-03-03	690	A
USGS	03331500	1945-03-04	720	A
USGS	03331500	1945-03-05	765	A
USGS	03331500	1945-03-06	795	A
USGS	03331500	1945-03-07	825	A
USGS	03331500	1945-03-08	850	A
USGS	03331500	1945-03-09	885	A
USGS	03331500	1945-03-10	920	A
USGS	03331500	1945-03-11	920	A
USGS	03331500	1945-03-12	885	A
USGS	03331500	1945-03-13	850	A
USGS	03331500	1945-03-14	800	A
USGS	03331500	1945-03-15	750	A
USGS	03331500	1945-03-16	700	A
USGS	03331500	1945-03-17	680	A
USGS	03331500	1945-03-18	750	A
USGS	03331500	1945-03-19	1000	A
USGS	03331500	1945-03-20	1300	A
USGS	03331500	1945-03-21	1500	A
USGS	03331500	1945-03-22	1500	A
USGS	03331500	1945-03-23	1400	A
USGS	03331500	1945-03-24	1200	A
USGS	03331500	1945-03-25	1100	A
USGS	03331500	1945-03-26	900	A
USGS	03331500	1945-03-27	800	A
USGS	03331500	1945-03-28	700	A
USGS	03331500	1945-03-29	600	A
USGS	03331500	1945-03-30	700	A
USGS	03331500	1945-03-31	1000	A
USGS	03331500	1945-04-01	1500	A
USGS	03331500	1945-04-02	2000	A
USGS	03331500	1945-04-03	2500	A
USGS	03331500	1945-04-04	2500	A
USGS	03331500	1945-04-05	2300	A
USGS	03331500	1945-04-06	2100	A
USGS	03331500	1945-04-07	1900	A
USGS	03331500	1945-04-08	1700	A
USGS	03331500	1945-04-09	1500	A
USGS	03331500	1945-04-10	1400	A
USGS	03331500	1945-04-11	1300	A
USGS	03331500	1945-04-12	1170	A
USGS	03331500	1945-04-13	1100	A
USGS	03331500	1945-04-14	1000	A
USGS	03331500	1945-04-15	920	A
USGS	03331500	1945-04-16	920	A
USGS	03331500	1945-04-17	950	A
USGS	03331500	1945-04-18	1000	A
USGS	03331500	1945-04-19	940	A
USGS	03331500	1945-04-20	880	A
USGS	03331500	1945-04-21	800	A
USGS	03331500	1945-04-22	760	A
USGS	03331500	1945-04-23	730	A
USGS	03331500	1945-04-24	700	A
USGS	03331500	1945-04-25	700	A
USGS	03331500	1945-04-26	850	A
USGS	03331500	1945-04-27	1130	A
USGS	03331500	1945-04-28	1290	A
USGS	03331500	1945-04-29	1130	A
USGS	03331500	1945-04-30	990	A
USGS	03331500	1945-05-01	855	A
USGS	03331500	1945-05-02	795	A
USGS	03331500	1945-05-03	1210	A
USGS	03331500	1945-05-04	1650	A
USGS	03331500	1945-05-05	1600	A
USGS	03331500	1945-05-06	1330	A
USGS	03331500	1945-05-07	1130	A
USGS	03331500	1945-05-08	1100	A
USGS	03331500	1945-05-09	1100	A
USGS	03331500	1945-05-10	1060	A
USGS	03331500	1945-05-11	1020	A
USGS	03331500	1945-05-12	955	A
USGS	03331500	1945-05-13	885	A
USGS	03331500	1945-05-14	855	A
USGS	03331500	1945-05-15	1440	A
USGS	03331500	1945-05-16	2580	A
USGS	03331500	1945-05-17	3410	A
USGS	03331500	1945-05-18	3950	A
USGS	03331500	1945-05-19	3950	A
USGS	03331500	1945-05-20	3770	A
USGS	03331500	1945-05-21	3330	A
USGS	03331500	1945-05-22	3010	A
USGS	03331500	1945-05-23	2580	A
USGS	03331500	1945-05-24	2260	A
USGS	03331500	1945-05-25	2020	A
USGS	03331500	1945-05-26	1800	A
USGS	03331500	1945-05-27	1600	A
USGS	03331500	1945-05-28	1450	A
USGS	03331500	1945-05-29	1370	A
USGS	03331500	1945-05-30	1290	A
USGS	03331500	1945-05-31	1130	A
USGS	03331500	1945-06-01	1100	A
USGS	03331500	1945-06-02	1370	A
USGS	03331500	1945-06-03	1700	A
USGS	03331500	1945-06-04	1650	A
USGS	03331500	1945-06-05	1500	A
USGS	03331500	1945-06-06	1290	A
USGS	03331500	1945-06-07	1130	A
USGS	03331500	1945-06-08	1020	A
USGS	03331500	1945-06-09	920	A
USGS	03331500	1945-06-10	885	A
USGS	03331500	1945-06-11	855	A
USGS	03331500	1945-06-12	825	A
USGS	03331500	1945-06-13	795	A
USGS	03331500	1945-06-14	765	A
USGS	03331500	1945-06-15	735	A
USGS	03331500	1945-06-16	795	A
USGS	03331500	1945-06-17	1210	A
USGS	03331500	1945-06-18	1210	A
USGS	03331500	1945-06-19	1060	A
USGS	03331500	1945-06-20	990	A
USGS	03331500	1945-06-21	1100	A
USGS	03331500	1945-06-22	1100	A
USGS	03331500	1945-06-23	920	A
USGS	03331500	1945-06-24	825	A
USGS	03331500	1945-06-25	750	A
USGS	03331500	1945-06-26	705	A
USGS	03331500	1945-06-27	645	A
USGS	03331500	1945-06-28	615	A
USGS	03331500	1945-06-29	645	A
USGS	03331500	1945-06-30	630	A
USGS	03331500	1945-07-01	585	A
USGS	03331500	1945-07-02	528	A
USGS	03331500	1945-07-03	503	A
USGS	03331500	1945-07-04	478	A
USGS	03331500	1945-07-05	453	A
USGS	03331500	1945-07-06	441	A
USGS	03331500	1945-07-07	429	A
USGS	03331500	1945-07-08	417	A
USGS	03331500	1945-07-09	405	A
USGS	03331500	1945-07-10	393	A
USGS	03331500	1945-07-11	381	A
USGS	03331500	1945-07-12	357	A
USGS	03331500	1945-07-13	369	A
USGS	03331500	1945-07-14	441	A
USGS	03331500	1945-07-15	528	A
USGS	03331500	1945-07-16	478	A
USGS	03331500	1945-07-17	429	A
USGS	03331500	1945-07-18	405	A
USGS	03331500	1945-07-19	369	A
USGS	03331500	1945-07-20	357	A
USGS	03331500	1945-07-21	333	A
USGS	03331500	1945-07-22	333	A
USGS	03331500	1945-07-23	309	A
USGS	03331500	1945-07-24	307	A
USGS	03331500	1945-07-25	357	A
